member_id,settlement_liquidity_need_usd,available_qualified_liquid_resources_usd,repo_rollover_need_usd,incremental_funding_cost_usd,member_concentration_ratio,excluded_section16_additional_collateral_demand_usd,excluded_section16_composite_outflow_usd,additional_haircut_requirement_usd,excluded_section17_aqlr_reduction_usd,treasury_liquidation_loss_usd,settlement_fail_requirement_usd,excluded_section18_funding_shock_usd,excluded_section18_composite_outflow_usd,concentration_base_usd,concentration_excess_ratio,concentration_adjustment_usd,pre_buffer_stressed_liquidity_requirement_usd,operational_liquidity_buffer_usd,stressed_liquidity_requirement_usd,liquidity_coverage_ratio,liquidity_headroom_usd,liquidity_shortfall_usd,lcr_status,section16_composite_identity_difference_usd,section18_composite_identity_difference_usd,double_count_control_pass,excluded_overlapping_candidate_amount_usd,scenario_name,severity_rank,funding_scenario_name,haircut_scenario_name,treasury_scenario_name,settlement_fail_scenario_name,concentration_threshold,concentration_multiplier,operational_liquidity_buffer_rate,lcr_minimum_ratio,model_version,value_class,actual_ficc_participant,participant_level_inference,scenario_label,scenario_family,scenario_severity,display_order,hypothetical_value_class
SYN-MBR-0019,21549543716.28105,22087577368.86665,9483000227.99918,69886.05610203477,0.28579367164537667,2357022515.814687,11840092629.869967,3047482073.004532,134139184.16523086,490686575.11527216,22029105243.90041,11840092629.869967,33869197873.770374,43578648960.18146,0.08579367164537666,1869386149.8194714,58469273872.176025,5846927387.217603,64316201259.39363,0.34342167193278805,-42228623890.52698,42228623890.52698,BREACH,-1.9073486328125e-06,-1.9073486328125e-06,True,14331254329.849886,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0020,58917682215.03989,63853933972.30661,23336924760.374657,171984.13939051653,0.270934987158949,5888652720.465927,29225749464.979973,6817546431.453769,214562401.75305405,735650274.4087124,56091590342.38829,29225749464.979973,85317339807.36827,115009272557.42818,0.07093498715894897,4079090636.010615,149978656643.8153,14997865664.38153,164976522308.19684,0.38704861200201235,-101122588335.89023,101122588335.89023,BREACH,-1.9073486328125e-06,7.62939453125e-06,True,35328964587.19895,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0021,223347401819.26135,304408474480.80493,101040591019.51091,744630.2059261014,0.27774375250252253,25508210856.78927,126549546506.50613,33287557652.41897,1706153052.2059393,6224314862.518151,240484424681.52866,126549546506.50613,367033971188.0348,463831826500.79004,0.07774375250252252,18030013361.135193,622415048026.5791,62241504802.65791,684656552829.237,0.44461485575926224,-380248078348.4321,380248078348.4321,BREACH,3.0517578125e-05,0.0,True,153763910415.50134,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0022,24024789572.102814,26836974511.062134,10962232243.850302,80787.42583336377,0.2791649105722638,2567411117.3521614,13529724148.6283,3393082931.7220984,138823383.66578114,467164288.44631493,27360867173.63684,13529724148.628298,40890591322.26514,51385656745.739655,0.07916491057226377,2033970460.486761,68242187457.67097,6824218745.767097,75066406203.43806,0.3575097819167077,-48229431692.37593,48229431692.37593,BREACH,3.337860107421875e-06,-1.9073486328125e-06,True,16235958649.64624,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0023,47176754102.84989,90188351371.4415,18283393949.47508,134741.56538728817,0.33378647402122835,4853549579.875006,23137078270.91547,5774805366.545422,213356847.87792695,686223851.1087408,40194183516.32915,23137078270.91547,63331261787.24461,87370937619.17905,0.13378647402122834,5844524837.99933,117960020365.87299,11796002036.5873,129756022402.46028,0.695061005274245,-39567671031.01878,39567671031.01878,BREACH,-1.9073486328125e-06,-3.814697265625e-06,True,28203984698.6684,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0024,18574452756.67761,27523688539.237083,8023062940.88929,59126.88108365139,0.2915580076874683,2158256632.269182,10181378700.039557,2367898826.1605697,91061071.13321668,291078394.73460144,16846963934.027773,10181378700.039557,27028342634.06733,35421416690.70538,0.0915580076874683,1621557170.8343108,47725073150.20524,4772507315.020524,52497580465.22576,0.5242848964719182,-24973891925.988678,24973891925.988678,BREACH,9.5367431640625e-07,0.0,True,12430696403.441956,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0025,37913634646.76164,56811541404.62919,17245565227.30182,127093.16777489982,0.31370829801288924,4818311992.869172,22064004313.338768,5375064316.306496,343092015.4905709,1141236222.2249644,40863153870.703514,22064004313.338768,62927158184.04228,78776788517.46515,0.11370829801288923,4478787272.621139,107017568649.08736,10701756864.908737,117719325513.9961,0.48260165573132385,-60907784109.366905,60907784109.366905,BREACH,1.9073486328125e-06,0.0,True,27225408321.69851,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0026,51482648842.523285,61978397436.36327,22780835185.30707,167885.9735878637,0.25420346843542774,6008705265.633899,28789708336.914562,6788065427.781852,263132977.17561436,928930160.3266814,48650350429.30949,28789708336.91456,77440058766.22404,100132999271.83276,0.054203468435427726,2713777932.6877475,133344775863.9097,13334477586.39097,146679253450.30066,0.42254372024986764,-84700856013.93738,84700856013.93738,BREACH,3.814697265625e-06,0.0,True,35061546579.72407,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0027,32063094722.12096,56916796024.10076,13902665829.15791,102457.28785660597,0.294478103365004,3645181098.515389,17547949384.961155,4676914761.2911825,226034885.18997,832137171.0783423,30288115096.437153,17547949384.96116,47836064481.39831,62351209818.55811,0.09447810336500401,2945412023.085393,84708442060.45879,8470844206.045879,93179286266.50467,0.6108309937179756,-36262490242.40391,36262490242.40391,BREACH,0.0,-3.814697265625e-06,True,21419165368.666515,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0028,76904103317.7189,99599212235.12988,33662500411.5508,248079.6515590488,0.23144341013989894,8607530834.414728,42270279325.61708,9695200109.830172,421273521.1981706,1611657820.8582783,82049523091.48695,42270279325.61709,124319802417.10403,158953626409.20587,0.03144341013989893,2499022034.2044654,206422254865.30115,20642225486.530117,227064480351.83127,0.4386384523057202,-127465268116.70139,127465268116.70139,BREACH,-7.62939453125e-06,-7.62939453125e-06,True,51299083681.22999,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0029,18665876759.885567,30217348533.848213,8401722104.217337,61917.4531489939,0.24282605852048295,2214432628.909563,10616216650.580051,2549487844.29912,119715771.20927629,435127182.92193496,19987733670.17368,10616216650.58005,30603950320.753727,38653610430.05925,0.042826058520482935,827690891.1528335,50867700370.10362,5086770037.010363,55954470407.11398,0.54003457300181,-25737121873.26577,25737121873.26577,BREACH,2.86102294921875e-06,-1.9073486328125e-06,True,12950365050.698889,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0030,175821733787.35785,302812978716.35925,76242341679.65147,561876.6677071837,0.2926434114775448,20407133201.206673,96650036757.52585,25722871046.93715,1157062456.3600655,4232258756.8414497,157468531137.1336,96650036757.52585,254118567894.65945,333290264924.49146,0.09264341147754479,15438573577.429789,454926871862.01904,45492687186.201904,500419559048.22095,0.6051181918074866,-197606580331.8617,197606580331.8617,BREACH,-3.814697265625e-06,0.0,True,118214232415.09258,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0031,57573944874.87246,61529492053.88336,23201743270.9141,170987.9039239706,0.3219640551273276,5964707571.500374,29166621830.318394,7088627614.831771,239854221.57176843,729061277.6983538,48694230679.0352,29166621830.318394,77860852509.35359,106268175553.90765,0.12196405512732761,6480448810.768661,143768227516.02448,14376822751.602448,158145050267.62692,0.3890699832195681,-96615558213.74356,96615558213.74356,BREACH,-4.76837158203125e-06,-3.814697265625e-06,True,35371183623.39054,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0032,23694465319.93,36676041150.87291,11100366553.192375,81805.42244416157,0.29851786031203514,2979968541.835607,14080416900.450426,3675759155.592007,240166078.45366487,856802907.0912483,34295956508.070637,14080416900.450424,48376373408.521065,57990421828.00064,0.09851786031203513,2856546138.54348,76479978387.8422,7647997838.78422,84127976226.62642,0.4359553479816739,-47451935075.75351,47451935075.75351,BREACH,-4.76837158203125e-07,3.814697265625e-06,True,17300551520.739697,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0033,27754252011.11132,59118321064.85495,12036850486.502125,88706.94802977744,0.23718065570346106,3171520967.405343,15208460160.855497,3678245048.1182446,144347066.42985892,558599893.9130434,24354595494.566624,15208460160.855497,39563055655.42212,52108847505.67795,0.037180655703461046,968720559.1063833,69351352200.26578,6935135220.026578,76286487420.29236,0.7749514109772652,-17168166355.437408,17168166355.437408,BREACH,-4.76837158203125e-07,-1.9073486328125e-06,True,18524328194.6907,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0034,41209294162.20596,63634218892.15825,17770984670.623024,130965.30652953497,0.3029528381239237,4448432212.699142,22219547848.628693,5402716099.003689,307110825.18816197,1014460783.0908775,42255004492.70613,22219547848.628696,64474552341.33482,83464298654.9121,0.1029528381239237,4296443214.272993,111949034387.20921,11194903438.720922,123143937825.93013,0.5167466626096388,-59509718933.77188,59509718933.77188,BREACH,-3.814697265625e-06,-3.814697265625e-06,True,26975090886.516003,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0035,18268399456.49582,39933966050.57036,8364611052.458187,61643.95900337682,0.24380615316984017,2197540272.56512,10562212968.982311,2385433755.569029,123305468.74273601,450953093.4890554,19257085710.780872,10562212968.982311,29819298679.763187,37525485167.27669,0.043806153169840156,821923575.5051438,49548468288.25711,4954846828.825711,54503315117.082825,0.7326887541571571,-14569349066.512466,14569349066.512466,BREACH,4.76837158203125e-07,3.814697265625e-06,True,12883058710.290169,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0036,86121022025.06229,95836713791.62004,38270119463.55673,282036.02779265196,0.23016559882913182,10146092013.95996,48416493513.54449,10660721098.681019,409093307.7144896,1506639232.7640078,90308838173.42566,48416493513.544495,138725331686.97015,176429860198.48795,0.030165598829131807,2661056192.113698,229528678221.6312,22952867822.16312,252481546043.7943,0.37957908327682943,-156644832252.17426,156644832252.17426,BREACH,1.9073486328125e-06,0.0,True,58971678835.21895,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0037,173143482343.27496,248389787156.37576,78212225914.73308,576393.9551539283,0.31238017263729007,20359243432.238747,98572045740.92699,24440107762.6513,1235069926.5793154,3806241422.2227335,155036301294.02298,98572045740.92699,253608347034.94998,328179783637.298,0.11238017263729005,18440450370.61402,453079385501.47424,45307938550.14743,498387324051.6217,0.4983870479230892,-249997536895.24594,249997536895.24594,BREACH,7.62939453125e-06,1.52587890625e-05,True,120166359099.74506,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0038,18068256922.030533,25040064941.657112,8157043773.43277,60114.26817155665,0.3282194300583181,2008498121.4383872,10165602009.139328,2514197800.8562756,110489805.13749364,297937828.9897346,17913985832.462376,10165602009.139328,28079587841.601704,35982242754.492905,0.1282194300583181,2306811329.100563,49258293601.14043,4925829360.114043,54184122961.25447,0.46212919160032456,-29144058019.59736,29144058019.59736,BREACH,-4.76837158203125e-07,0.0,True,12284589935.715208,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0039,117474744776.86755,139476713507.33163,51883506867.03565,382361.4451652283,0.27297417376711264,12861062776.765621,64744952005.246445,15474886348.03408,672147813.8828748,2371033357.8217235,123053017593.0218,64744952005.24644,187797969598.26825,240527762369.88934,0.07297417376711263,8776157363.49754,319033728667.7235,31903372866.772354,350937101534.49585,0.39744077470709255,-211460388027.1642,211460388027.1642,BREACH,5.7220458984375e-06,7.62939453125e-06,True,78278162595.89493,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0040,20556787423.82752,22962330417.93186,8646729126.07357,63723.06045292325,0.2604829424513456,2240412662.6612377,10887205511.79526,2531103845.7955093,114621532.72545621,380131644.4074966,19169503748.311485,10887205511.79526,30056709260.106747,39726291172.13901,0.06048294245134561,1201381491.3849413,52485701002.86097,5248570100.286098,57734271103.147064,0.39772443609633096,-34771940685.2152,34771940685.2152,BREACH,-1.430511474609375e-06,1.9073486328125e-06,True,13242239707.181953,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0041,12950085858.467745,19834120222.86173,6009179433.129108,44285.33595843455,0.2431412077983898,1426302527.4704585,7435526245.935528,1837178210.5555356,106196869.64635304,393741856.05419457,15083450143.98503,7435526245.935527,22518976389.92056,28033536002.452774,0.043141207798389786,604700301.0027282,36878380088.530304,3687838008.8530307,40566218097.38333,0.48893195257314614,-20732097874.521603,20732097874.521603,BREACH,2.384185791015625e-06,2.86102294921875e-06,True,8968025643.052338,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0042,15663697169.426891,17941700328.971954,7184354907.02619,52945.92618556738,0.33855931127229066,1943233959.8512094,9127641812.803585,2308457274.2851353,130983967.05533986,382411711.12987256,15470965173.849062,9127641812.803585,24598606986.652645,31134662343.275955,0.13855931127229065,2156998685.4898195,43166937867.133156,4316693786.713316,47483631653.84647,0.3778502128852767,-29541931324.87452,29541931324.87452,BREACH,2.384185791015625e-07,-1.9073486328125e-06,True,11201859739.710135,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0043,25092965439.50126,36743787081.90648,9956908356.913101,73378.57632645729,0.27552578519681936,2661026291.716159,12618008027.205585,3250920713.481779,142690330.36870277,502380569.6359139,20392851058.776173,12618008027.205587,33010859085.98176,45485816498.277435,0.07552578519681935,1717676003.1754217,60913775520.059975,6091377552.005998,67005153072.06597,0.54837255639708,-30261365990.159492,30261365990.159492,BREACH,-9.5367431640625e-07,-1.9073486328125e-06,True,15421724649.290447,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0044,168262174017.0547,308181623027.815,74040709718.68037,545651.4888564883,0.26566615766375956,17891952837.243137,91933208207.41237,21997352925.45044,1030062850.9093955,3535062706.548227,177627324090.73572,91933208207.41237,269560532298.14807,345889498107.7904,0.06566615766375955,11356617158.492413,456819786268.4507,45681978626.84507,502501764895.2958,0.613294608213027,-194320141867.48077,194320141867.48077,BREACH,0.0,-1.52587890625e-05,True,110855223895.5649,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0045,32588093202.872517,28997219975.458717,14697957324.881987,108318.27960513989,0.2690440074811175,3672678214.400151,18370743857.561745,4200111008.073275,207289907.6123899,733010824.680571,30358122309.33946,18370743857.561745,48728866166.90121,62946215512.211975,0.0690440074811175,2173029487.366599,84750432475.494,8475043247.5494,93225475723.0434,0.3110439474892506,-64228255747.58468,64228255747.58468,BREACH,2.384185791015625e-06,3.814697265625e-06,True,22250711979.574284,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0046,59669776303.86548,100264545076.87358,23317917078.41469,171844.0601016953,0.27023051814640947,5971060907.069063,29289149829.54385,6948126367.574649,337034764.6957011,1137580788.2257955,56774661010.78033,29289149829.543854,86063810840.32417,116444437314.64581,0.07023051814640946,4088976583.937336,151937209976.8584,15193720997.68584,167130930974.54425,0.5999161525172435,-66866385897.67067,66866385897.67067,BREACH,-2.86102294921875e-06,-7.62939453125e-06,True,35597245501.30862,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0047,67671110299.97056,97833540582.7385,29494589655.426765,217363.75596402967,0.2915350084787377,7529848386.376619,37024655405.55935,8421926560.0686655,412624297.6394166,1341081431.9944117,70347500633.27632,37024655405.55935,107372156038.83568,138018610933.2469,0.09153500847873769,6316767360.999176,183593193305.49185,18359319330.549187,201952512636.04105,0.48443834298340305,-104118972053.30255,104118972053.30255,BREACH,0.0,7.62939453125e-06,True,44967128089.575386,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0048,26801661099.536205,35327193721.53835,11163099901.256193,82267.74303646869,0.241119733393087,2742127650.7091837,13905309819.708416,3389531400.2677746,143196256.30817896,531795099.7753895,28232391919.123455,13905309819.708416,42137701738.83187,55034053018.65966,0.041119733393087,1131492793.83415,71250054481.53621,7125005448.153622,78375059929.68983,0.4507453487529111,-43047866208.15148,43047866208.15148,BREACH,2.86102294921875e-06,0.0,True,16790633726.725779,extreme_but_plausible_stress,1,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,0.2,0.5,0.1,1.0,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0001,18858809027.69864,27146854021.072403,0.0,0.0,0.31313937116218,0.0,0.0,0.0,0.0,348261147.8099123,0.0,0.0,0.0,18858809027.69864,0.0,0.0,19207070175.508553,0.0,19207070175.508553,1.4133781869391033,7939783845.56385,0.0,PASS,0.0,0.0,True,0.0,parallel_treasury_shock,1,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,1.0,0.0,0.0,1.0,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0002,55686674465.80817,50488291294.855255,0.0,0.0,0.293314313445164,0.0,0.0,0.0,0.0,757828839.534106,0.0,0.0,0.0,55686674465.80817,0.0,0.0,56444503305.34227,0.0,56444503305.34227,0.8944766689102341,-5956212010.487015,5956212010.487015,BREACH,0.0,0.0,True,0.0,parallel_treasury_shock,1,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,1.0,0.0,0.0,1.0,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0003,27151181408.92816,31252301950.259502,0.0,0.0,0.2573079708206423,0.0,0.0,0.0,0.0,459843661.4824923,0.0,0.0,0.0,27151181408.92816,0.0,0.0,27611025070.410652,0.0,27611025070.410652,1.1318776420130459,3641276879.8488503,0.0,PASS,0.0,0.0,True,0.0,parallel_treasury_shock,1,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,1.0,0.0,0.0,1.0,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0004,34647571395.1913,41457312552.14155,0.0,0.0,0.2510355218707167,0.0,0.0,0.0,0.0,501865812.8233621,0.0,0.0,0.0,34647571395.1913,0.0,0.0,35149437208.01466,0.0,35149437208.01466,1.1794587864038,6307875344.126884,0.0,PASS,0.0,0.0,True,0.0,parallel_treasury_shock,1,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,1.0,0.0,0.0,1.0,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0005,31915827839.295277,56249395326.243454,0.0,0.0,0.3018129863575002,0.0,0.0,0.0,0.0,708234433.1440339,0.0,0.0,0.0,31915827839.295277,0.0,0.0,32624062272.439312,0.0,32624062272.439312,1.7241689540840148,23625333053.804142,0.0,PASS,0.0,0.0,True,0.0,parallel_treasury_shock,1,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,1.0,0.0,0.0,1.0,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0006,49756352913.10942,55209210371.3362,0.0,0.0,0.30974807622489625,0.0,0.0,0.0,0.0,666226646.8255543,0.0,0.0,0.0,49756352913.10942,0.0,0.0,50422579559.934975,0.0,50422579559.934975,1.0949303041053577,4786630811.401222,0.0,PASS,0.0,0.0,True,0.0,parallel_treasury_shock,1,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,1.0,0.0,0.0,1.0,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0007,49007215187.84354,55113693908.5898,0.0,0.0,0.2854548782912785,0.0,0.0,0.0,0.0,840351512.8293482,0.0,0.0,0.0,49007215187.84354,0.0,0.0,49847566700.67288,0.0,49847566700.67288,1.105644619315908,5266127207.916916,0.0,PASS,0.0,0.0,True,0.0,parallel_treasury_shock,1,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,1.0,0.0,0.0,1.0,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
SYN-MBR-0008,11854684627.409325,23153845907.247063,0.0,0.0,0.2793784356656723,0.0,0.0,0.0,0.0,270233171.3375751,0.0,0.0,0.0,11854684627.409325,0.0,0.0,12124917798.7469,0.0,12124917798.7469,1.9096084849037074,11028928108.500162,0.0,PASS,0.0,0.0,True,0.0,parallel_treasury_shock,1,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,1.0,0.0,0.0,1.0,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
