scenario_name,severity_rank,member_id,funding_scenario_name,haircut_scenario_name,treasury_scenario_name,settlement_fail_scenario_name,repo_rollover_need_usd,incremental_funding_cost_usd,additional_haircut_requirement_usd,settlement_fail_requirement_usd,excluded_section16_additional_collateral_demand_usd,excluded_section16_composite_outflow_usd,excluded_section18_funding_shock_usd,excluded_section18_composite_outflow_usd,excluded_section17_aqlr_reduction_usd,excluded_overlapping_candidate_amount_usd,section16_composite_identity_difference_usd,section18_composite_identity_difference_usd,double_count_control_pass,model_version,value_class,actual_ficc_participant,participant_level_inference,scenario_label,scenario_family,scenario_severity,display_order,hypothetical_value_class
extreme_but_plausible_stress,1,SYN-MBR-0014,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,8654948777.098436,63783.63611240345,2667481825.8161335,20698082978.639076,2361713412.648638,11016725973.383186,11016725973.383184,31714808952.022263,148701266.12881875,13527140652.16064,0.0,1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0015,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,7476584222.286178,55099.543588276705,2148280197.935708,18679118992.948498,1927413671.4154463,9404052993.245213,9404052993.245213,28083171986.19371,118161092.96471381,11449627757.625374,4.76837158203125e-07,0.0,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0016,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,11781467105.862593,86824.87096157241,3652374969.44087,25830817103.06435,3375739373.571984,15157293304.30554,15157293304.305538,40988110407.36989,155757796.52835003,18688790474.405872,1.9073486328125e-06,0.0,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0017,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,7598088455.225194,55994.982946671,2231024223.822837,19494451887.333923,2153409056.4204783,9751553506.628618,9751553506.628618,29246005393.96254,110408316.60245508,12015370879.651552,-9.5367431640625e-07,-1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0018,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,21959556520.456505,161833.4664205978,6647882819.075307,51138309800.39529,5305298709.142171,27265017063.065094,27265017063.065094,78403326863.46037,222732010.48139995,32793047782.688663,-1.9073486328125e-06,-7.62939453125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0019,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,9483000227.99918,69886.05610203477,3047482073.004532,22029105243.90041,2357022515.814687,11840092629.869967,11840092629.869967,33869197873.770374,134139184.16523086,14331254329.849886,-1.9073486328125e-06,-1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0020,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,23336924760.374657,171984.13939051653,6817546431.453769,56091590342.38829,5888652720.465927,29225749464.979973,29225749464.979973,85317339807.36827,214562401.75305405,35328964587.19895,-1.9073486328125e-06,7.62939453125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0021,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,101040591019.51091,744630.2059261014,33287557652.41897,240484424681.52866,25508210856.78927,126549546506.50613,126549546506.50613,367033971188.0348,1706153052.2059393,153763910415.50134,3.0517578125e-05,0.0,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0022,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,10962232243.850302,80787.42583336377,3393082931.7220984,27360867173.63684,2567411117.3521614,13529724148.6283,13529724148.628298,40890591322.26514,138823383.66578114,16235958649.64624,3.337860107421875e-06,-1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0023,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,18283393949.47508,134741.56538728817,5774805366.545422,40194183516.32915,4853549579.875006,23137078270.91547,23137078270.91547,63331261787.24461,213356847.87792695,28203984698.6684,-1.9073486328125e-06,-3.814697265625e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0024,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,8023062940.88929,59126.88108365139,2367898826.1605697,16846963934.027773,2158256632.269182,10181378700.039557,10181378700.039557,27028342634.06733,91061071.13321668,12430696403.441956,9.5367431640625e-07,0.0,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0025,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,17245565227.30182,127093.16777489982,5375064316.306496,40863153870.703514,4818311992.869172,22064004313.338768,22064004313.338768,62927158184.04228,343092015.4905709,27225408321.69851,1.9073486328125e-06,0.0,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0026,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,22780835185.30707,167885.9735878637,6788065427.781852,48650350429.30949,6008705265.633899,28789708336.914562,28789708336.91456,77440058766.22404,263132977.17561436,35061546579.72407,3.814697265625e-06,0.0,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0027,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,13902665829.15791,102457.28785660597,4676914761.2911825,30288115096.437153,3645181098.515389,17547949384.961155,17547949384.96116,47836064481.39831,226034885.18997,21419165368.666515,0.0,-3.814697265625e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0028,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,33662500411.5508,248079.6515590488,9695200109.830172,82049523091.48695,8607530834.414728,42270279325.61708,42270279325.61709,124319802417.10403,421273521.1981706,51299083681.22999,-7.62939453125e-06,-7.62939453125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0029,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,8401722104.217337,61917.4531489939,2549487844.29912,19987733670.17368,2214432628.909563,10616216650.580051,10616216650.58005,30603950320.753727,119715771.20927629,12950365050.698889,2.86102294921875e-06,-1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0030,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,76242341679.65147,561876.6677071837,25722871046.93715,157468531137.1336,20407133201.206673,96650036757.52585,96650036757.52585,254118567894.65945,1157062456.3600655,118214232415.09258,-3.814697265625e-06,0.0,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0031,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,23201743270.9141,170987.9039239706,7088627614.831771,48694230679.0352,5964707571.500374,29166621830.318394,29166621830.318394,77860852509.35359,239854221.57176843,35371183623.39054,-4.76837158203125e-06,-3.814697265625e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0032,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,11100366553.192375,81805.42244416157,3675759155.592007,34295956508.070637,2979968541.835607,14080416900.450426,14080416900.450424,48376373408.521065,240166078.45366487,17300551520.739697,-4.76837158203125e-07,3.814697265625e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0033,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,12036850486.502125,88706.94802977744,3678245048.1182446,24354595494.566624,3171520967.405343,15208460160.855497,15208460160.855497,39563055655.42212,144347066.42985892,18524328194.6907,-4.76837158203125e-07,-1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0034,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,17770984670.623024,130965.30652953497,5402716099.003689,42255004492.70613,4448432212.699142,22219547848.628693,22219547848.628696,64474552341.33482,307110825.18816197,26975090886.516003,-3.814697265625e-06,-3.814697265625e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0035,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,8364611052.458187,61643.95900337682,2385433755.569029,19257085710.780872,2197540272.56512,10562212968.982311,10562212968.982311,29819298679.763187,123305468.74273601,12883058710.290169,4.76837158203125e-07,3.814697265625e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0036,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,38270119463.55673,282036.02779265196,10660721098.681019,90308838173.42566,10146092013.95996,48416493513.54449,48416493513.544495,138725331686.97015,409093307.7144896,58971678835.21895,1.9073486328125e-06,0.0,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0037,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,78212225914.73308,576393.9551539283,24440107762.6513,155036301294.02298,20359243432.238747,98572045740.92699,98572045740.92699,253608347034.94998,1235069926.5793154,120166359099.74506,7.62939453125e-06,1.52587890625e-05,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0038,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,8157043773.43277,60114.26817155665,2514197800.8562756,17913985832.462376,2008498121.4383872,10165602009.139328,10165602009.139328,28079587841.601704,110489805.13749364,12284589935.715208,-4.76837158203125e-07,0.0,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0039,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,51883506867.03565,382361.4451652283,15474886348.03408,123053017593.0218,12861062776.765621,64744952005.246445,64744952005.24644,187797969598.26825,672147813.8828748,78278162595.89493,5.7220458984375e-06,7.62939453125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0040,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,8646729126.07357,63723.06045292325,2531103845.7955093,19169503748.311485,2240412662.6612377,10887205511.79526,10887205511.79526,30056709260.106747,114621532.72545621,13242239707.181953,-1.430511474609375e-06,1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0041,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,6009179433.129108,44285.33595843455,1837178210.5555356,15083450143.98503,1426302527.4704585,7435526245.935528,7435526245.935527,22518976389.92056,106196869.64635304,8968025643.052338,2.384185791015625e-06,2.86102294921875e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0042,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,7184354907.02619,52945.92618556738,2308457274.2851353,15470965173.849062,1943233959.8512094,9127641812.803585,9127641812.803585,24598606986.652645,130983967.05533986,11201859739.710135,2.384185791015625e-07,-1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0043,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,9956908356.913101,73378.57632645729,3250920713.481779,20392851058.776173,2661026291.716159,12618008027.205585,12618008027.205587,33010859085.98176,142690330.36870277,15421724649.290447,-9.5367431640625e-07,-1.9073486328125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0044,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,74040709718.68037,545651.4888564883,21997352925.45044,177627324090.73572,17891952837.243137,91933208207.41237,91933208207.41237,269560532298.14807,1030062850.9093955,110855223895.5649,0.0,-1.52587890625e-05,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0045,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,14697957324.881987,108318.27960513989,4200111008.073275,30358122309.33946,3672678214.400151,18370743857.561745,18370743857.561745,48728866166.90121,207289907.6123899,22250711979.574284,2.384185791015625e-06,3.814697265625e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0046,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,23317917078.41469,171844.0601016953,6948126367.574649,56774661010.78033,5971060907.069063,29289149829.54385,29289149829.543854,86063810840.32417,337034764.6957011,35597245501.30862,-2.86102294921875e-06,-7.62939453125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0047,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,29494589655.426765,217363.75596402967,8421926560.0686655,70347500633.27632,7529848386.376619,37024655405.55935,37024655405.55935,107372156038.83568,412624297.6394166,44967128089.575386,0.0,7.62939453125e-06,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
extreme_but_plausible_stress,1,SYN-MBR-0048,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,extreme_but_plausible_stress,11163099901.256193,82267.74303646869,3389531400.2677746,28232391919.123455,2742127650.7091837,13905309819.708416,13905309819.708416,42137701738.83187,143196256.30817896,16790633726.725779,2.86102294921875e-06,0.0,True,section-21-v1,synthetic,False,False,Extreme but plausible stress,broad_market,extreme,3,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0001,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0002,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0003,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0004,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0005,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0006,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0007,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0008,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0009,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0010,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0011,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0012,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0013,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0014,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0015,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0016,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0017,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0018,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0019,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0020,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0021,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0022,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0023,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0024,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0025,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0026,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0027,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0028,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
parallel_treasury_shock,1,SYN-MBR-0029,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,parallel_treasury_shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,section-21-v1,synthetic,False,False,Parallel Treasury shock,treasury_parallel,targeted,4,hypothetical_assumptions_on_synthetic_members
