member_id,settlement_liquidity_need_usd,available_qualified_liquid_resources_usd,repo_rollover_need_usd,incremental_funding_cost_usd,member_concentration_ratio,excluded_section16_additional_collateral_demand_usd,excluded_section16_composite_outflow_usd,additional_haircut_requirement_usd,excluded_section17_aqlr_reduction_usd,treasury_liquidation_loss_usd,settlement_fail_requirement_usd,excluded_section18_funding_shock_usd,excluded_section18_composite_outflow_usd,concentration_base_usd,concentration_excess_ratio,concentration_adjustment_usd,pre_buffer_stressed_liquidity_requirement_usd,operational_liquidity_buffer_usd,stressed_liquidity_requirement_usd,liquidity_coverage_ratio,liquidity_headroom_usd,liquidity_shortfall_usd,lcr_status,section16_composite_identity_difference_usd,section18_composite_identity_difference_usd,double_count_control_pass,excluded_overlapping_candidate_amount_usd,scenario_name,severity_rank,funding_scenario_name,haircut_scenario_name,treasury_scenario_name,settlement_fail_scenario_name,concentration_threshold,concentration_multiplier,operational_liquidity_buffer_rate,lcr_minimum_ratio,model_version,value_class,actual_ficc_participant,participant_level_inference
SYN-MBR-0012,144292010968.214,212367652625.22192,25972324251.35091,3480304.101566669,0.2660186781845312,3674807117.4956927,29650611672.94817,2278404714.333647,145736683.3641525,223418886.2045877,34606830347.137276,14825305836.474083,49432136183.61136,178898841315.35126,0.0,0.0,207376469471.34198,4147529389.42684,211523998860.76883,1.0039884541186668,843653764.4530945,0.0,PASS,0.0,0.0,True,18645849637.333927,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0013,52803412307.27307,98583293681.45982,8976876996.64937,1186748.8276266037,0.2779980045983231,1259327049.051999,10237390794.528996,830487515.6080487,46865293.793589994,59200759.01848239,10711012845.100367,5118695397.264498,15829708242.364864,63514425152.373436,0.0,0.0,73382177172.47697,1467643543.4495394,74849820715.92651,1.3170812266285536,23733472965.53331,0.0,PASS,-4.76837158203125e-07,0.0,True,6424887740.110086,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0014,18905679729.392178,27563413705.90542,3490534623.129529,445087.1468053995,0.2790454531081706,486527233.4125043,3977506943.6888394,303562086.65902865,18406308.530270003,22802894.012526408,3770988679.291055,1988753471.8444192,5759742151.135475,22676668408.68323,0.0,0.0,26494013099.63112,529880261.9926224,27023893361.62374,1.0199645675425824,539520344.2816772,0.0,PASS,7.152557373046875e-07,7.152557373046875e-07,True,2493687013.787194,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0015,16748938730.153816,24224007964.745144,2881503250.2664986,395638.69362457545,0.2433279583164211,412874692.3784697,3294773581.338593,252696864.87867376,15202919.143055,17744896.275268063,3419352129.683062,1647386790.6692967,5066738920.352359,20168290859.83688,0.0,0.0,23320631509.950947,466412630.19901896,23787044140.149967,1.0183698244313437,436963824.5951767,0.0,PASS,1.7881393432617188e-07,0.0,True,2075464402.1908214,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0016,27198692761.82988,34634721035.148605,4745271705.878638,606386.1253487692,0.2562474183718598,669924956.1318865,5415803048.135874,416307305.28896224,19529056.0292175,21183301.00871259,4519332022.176016,2707901524.067937,7227233546.243953,31718024784.005898,0.0,0.0,36901393482.307556,738027869.6461512,37639421351.953705,0.9201714529904924,-3004700316.8050995,3004700316.8050995,BREACH,2.384185791015625e-07,0.0,True,3397355536.229041,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0017,16925605514.598438,18547989416.68169,3124340960.507873,385734.21036798274,0.2855039422574281,431798435.23658776,3556525129.954829,247559650.192744,12964427.35561,15472521.42707552,3597333446.170595,1778262564.9774148,5375596011.14801,20522938960.769035,0.0,0.0,23910697827.107094,478213956.5421419,24388911783.649235,0.7605091027110359,-5840922366.967545,5840922366.967545,BREACH,4.172325134277344e-07,2.384185791015625e-07,True,2223025427.5696125,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0018,49366994743.6497,90823998967.0652,8519796964.17053,1157326.1475824304,0.2842507582429487,1196960060.3222735,9717914350.640385,750904076.504975,27156715.5193425,34942847.967107505,9179213923.139437,4858957175.320193,14038171098.45963,58546208666.78913,0.0,0.0,67853009881.57933,1357060197.6315866,69210070079.21092,1.3122945672951514,21613928887.85428,0.0,PASS,-1.6689300537109375e-06,-9.5367431640625e-07,True,6083073951.161809,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0019,21549543716.28105,22087577368.86665,3720248951.086701,496356.8244842017,0.2857936716453766,520621878.579429,4241367186.490614,342406442.344482,16662487.01282,19870222.380642444,3939486715.5407996,2120683593.245307,6060170308.786106,25489030431.82185,0.0,0.0,29572052404.45816,591441048.0891632,30163493452.547325,0.7322619113603149,-8075916083.6806755,8075916083.6806755,BREACH,-1.7881393432617188e-07,-4.76837158203125e-07,True,2657967958.837556,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0020,58917682215.03989,63853933972.30661,9088565173.537115,1227051.9464547862,0.270934987158949,1284237193.6094325,10374029419.093002,784571370.9183308,26919155.89746,35935810.98563206,9821199054.11598,5187014709.546501,15008213763.662481,68738881269.15587,0.0,0.0,78649180676.5434,1572983613.530868,80222164290.07426,0.7959637406617205,-16368230317.767654,16368230317.767654,BREACH,0.0,0.0,True,6498171059.053393,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0021,223347401819.26135,304408474480.80493,39585575048.25572,5293089.070767034,0.2777437525025225,5564683594.993884,45155551732.32037,3668752972.695222,208681085.399935,318394833.81639624,43622793221.00872,22577775866.160187,66200569087.16891,266970195040.27008,0.0,0.0,310548210984.1082,6210964219.682164,316759175203.7904,0.9610091776661576,-12350700722.985474,12350700722.985474,BREACH,0.0,0.0,True,28351140546.55401,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0022,24024789572.102814,26836974511.062134,4190376854.636132,582964.534549906,0.2791649105722638,592732124.0963573,4783691943.267039,380537456.0605841,16914179.6574125,17998704.648284987,5034974835.981316,2391845971.6335196,7426820807.614836,29059764408.08413,0.0,0.0,33649260387.96368,672985207.7592736,34322245595.722954,0.7819119654107483,-7485271084.66082,7485271084.66082,BREACH,2.384185791015625e-07,4.76837158203125e-07,True,3001492275.3872895,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0023,47176754102.84989,90188351371.4415,7634693091.647177,918485.9455493916,0.3337864740212283,1025030254.2659076,8660641831.858633,626526355.9245112,24820308.0489725,35451692.142632395,6780803531.567998,4330320915.929316,11111124447.497313,53957557634.41789,0.0,0.0,62255147260.07777,1245102945.2015553,63500250205.27932,1.4202834017171064,26688101166.162178,0.0,PASS,-7.152557373046875e-07,-9.5367431640625e-07,True,5380171478.244195,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0024,18574452756.67761,27523688539.237083,3252787665.4052987,411167.6044891239,0.2915580076874683,449779791.129262,3702978624.139049,268416763.90809032,11065380.0833825,12135978.788970768,2904240491.1211944,1851489312.0695248,4755729803.190719,21478693247.7988,0.0,0.0,25012444823.50565,500248896.470113,25512693719.97576,1.0788233042474369,2010994819.261322,0.0,PASS,-7.748603820800781e-07,-4.76837158203125e-07,True,2312334483.2821693,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0025,37913634646.76164,56811541404.62919,7219232349.798447,864856.9323553863,0.3137082980128892,978449327.7736118,8198546534.504415,597756677.0480547,41205919.4640525,43961737.58913612,7414340365.14086,4099273267.2522078,11513613632.393066,45327975011.902504,0.0,0.0,53189790633.2705,1063795812.66541,54253586445.93591,1.047148126534313,2557954958.6932755,0.0,PASS,7.152557373046875e-07,-9.5367431640625e-07,True,5118928514.489872,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0026,51482648842.523285,61978397436.36327,8884126652.071955,1196801.9614180746,0.2542034684354277,1266095600.657226,10151419054.6906,787074495.1203666,33427812.102935,40533524.86589977,8498547189.5456505,5075709527.3453,13574256716.890951,59981196032.06894,0.0,0.0,69694127506.08858,1393882550.1217716,71088010056.21034,0.8718544433492517,-9109612619.847069,9109612619.847069,BREACH,4.76837158203125e-07,9.5367431640625e-07,True,6375232940.10546,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0027,32063094722.12096,56916796024.10076,5598297479.238071,715674.6853320239,0.294478103365004,774362116.4630215,6373375270.386424,511728389.12586343,27834043.781102497,30607281.200605333,5290311784.164017,3186687635.193212,8476999419.357229,37353406506.28497,0.0,0.0,43494755330.53485,869895106.610697,44364650437.145546,1.2829312405997362,12552145586.955215,0.0,PASS,-9.5367431640625e-07,4.76837158203125e-07,True,3988883795.4373364,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0028,76904103317.7189,99599212235.12988,12937404536.73907,1784340.4732607575,0.2314434101398989,1855115410.063586,14794304287.275915,1167576584.8785696,56630651.26979,73086482.14658499,14847066204.629892,7397152143.637958,22244218348.26785,91751169522.3488,0.0,0.0,105931021466.5863,2118620429.331726,108049641895.91803,0.9217912293598505,-8450429660.788147,8450429660.788147,BREACH,-2.384185791015625e-06,-9.5367431640625e-07,True,9308898204.971334,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0029,18665876759.885567,30217348533.848213,3263896945.89721,442440.7395610603,0.2428260585204829,466682847.4754793,3731022234.1122494,295722007.0635528,15311397.772615,16843758.093516216,3620374848.3861647,1865511117.0561252,5485885965.44229,22286251608.271732,0.0,0.0,25863156760.06557,517263135.2013114,26380419895.266884,1.1454460790925372,3836928638.5813293,0.0,PASS,-1.1324882507324219e-06,4.76837158203125e-07,True,2347505362.3042192,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0030,175821733787.35785,302812978716.35925,30882701279.670235,3909633.879725735,0.2926434114775448,4268946129.9667897,35155557043.51675,2802083195.3790965,140729078.270915,192923364.68943262,27031599714.74334,17577778521.758373,44609378236.50171,202853333502.1012,0.0,0.0,236734950975.71967,4734699019.514394,241469649995.23407,1.2540415688776454,61343328721.12518,0.0,PASS,-3.814697265625e-06,-3.814697265625e-06,True,21987453729.99608,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0031,57573944874.87246,61529492053.88336,9488591419.218328,1182221.401367359,0.3219640551273276,1288894884.274512,10778668524.894209,768499714.7458199,27572580.30419,40676267.63434403,8192981187.138522,5389334262.447103,13582315449.585625,65766926062.01098,0.0,0.0,76065875685.01085,1521317513.700217,77587193198.71106,0.7930367051208851,-16057701144.827698,16057701144.827698,BREACH,9.5367431640625e-07,0.0,True,6705801727.0258045,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0032,23694465319.93,36676041150.87291,4523068639.873791,566986.3338534064,0.2985178603120351,622332904.0225122,5145968530.230157,402559651.95826685,28978655.344915,36658112.056097716,6643838234.984806,2572984265.1150784,9216822500.099886,30338303554.914806,0.0,0.0,35301156945.13682,706023138.9027364,36007180084.03955,1.018575769201372,668861066.8333588,0.0,PASS,5.960464477539062e-07,1.430511474609375e-06,True,3224295824.4825053,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0033,27754252011.11132,59118321064.85495,4675749607.042144,633895.9074490495,0.237180655703461,668566276.0472564,5344949778.996849,432118746.0659837,19035728.2350525,20068828.741470277,4151720722.5729084,2672474889.498425,6824195612.071333,31905972733.684227,0.0,0.0,37034543811.44128,740690876.2288256,37775234687.670105,1.5650020854576254,21343086377.184845,0.0,PASS,-1.1920928955078125e-07,-4.76837158203125e-07,True,3360076893.780734,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0034,41209294162.20596,63634218892.15825,7089412248.65927,920353.7982089232,0.3029528381239237,978957728.9132518,8069290331.370731,604235137.39692,36994548.451825,52071213.78740394,7563025173.529361,4034645165.685366,11597670339.214725,48772319335.73532,0.0,0.0,56518958289.37713,1130379165.7875426,57649337455.16467,1.1038152683306754,5984881436.993576,0.0,PASS,3.5762786865234375e-07,-1.430511474609375e-06,True,5050597443.050443,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0035,18268399456.49582,39933966050.57036,3245672264.120416,440803.76136226015,0.2438061531698401,464220214.1396746,3710333282.021453,285962553.05631673,16375868.62161,18775029.580248564,3473272390.1319084,1855166641.0107265,5328439031.142634,21741671846.627728,0.0,0.0,25292522497.146072,505850449.94292146,25798372947.088993,1.5479257599877585,14135593103.481365,0.0,PASS,-1.1920928955078125e-07,-4.76837158203125e-07,True,2335762723.7720113,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0036,86121022025.06229,95836713791.62004,14900237557.139688,2012575.3960510069,0.2301655988291318,2129243744.802111,17031493877.337849,1295467069.466723,55351021.9161025,67142502.4356572,16265149935.081663,8515746938.668923,24780896873.750587,102386171960.14395,0.0,0.0,118651031664.58208,2373020633.2916417,121024052297.87372,0.7918815472790428,-25187338506.253677,25187338506.253677,BREACH,-1.6689300537109375e-06,9.5367431640625e-07,True,10700341705.387138,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0037,173143482343.27496,248389787156.37576,31878872907.091263,3994126.740287725,0.31238017263729,4355055354.181166,36237922388.01272,2634392756.255476,140961532.3322875,232231722.56522048,26612133598.800865,18118961194.00636,44731094792.80723,199755615942.07584,0.0,0.0,234505107454.72806,4690102149.094562,239195209603.82263,1.0384396391875157,9194577552.553131,0.0,PASS,1.9073486328125e-06,3.814697265625e-06,True,22614978080.51981,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0038,18068256922.030533,25040064941.657112,3302754122.846553,418396.6609730568,0.3282194300583181,448554177.7191933,3751726697.2267184,264070292.35613126,11977777.8139275,14835201.752798147,3175374074.2252016,1875863348.6133597,5051237422.838561,21243630996.255733,0.0,0.0,24825709009.872192,496514180.19744384,25322223190.069637,0.9888572876759424,-282158248.4125252,282158248.4125252,BREACH,-7.748603820800781e-07,-2.384185791015625e-07,True,2336395304.1464806,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0039,117474744776.86755,139476713507.33163,20115723480.76057,2735552.538766181,0.2729741737671126,2842915739.9007406,22961374773.20008,1789619382.997589,85612785.94541249,103233062.52702868,22155937462.352844,11480687386.600039,33636624848.95288,139630682239.2204,0.0,0.0,161641993718.04434,3232839874.360887,164874833592.40524,0.8459551434765267,-25398120085.07361,25398120085.07361,BREACH,3.337860107421875e-06,-1.9073486328125e-06,True,14409215912.44619,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0040,20556787423.82752,22962330417.93186,3368851426.9403205,454528.46323741967,0.2604829424513456,478604700.31196535,3847910655.715523,290898967.6168039,14255855.817295,16727659.01616487,3334591333.6162596,1923955327.8577614,5258546661.474021,23891378757.44378,0.0,0.0,27568311339.480305,551366226.7896061,28119677566.269913,0.8165929486145891,-5157347148.338051,5157347148.338051,BREACH,-4.76837158203125e-07,0.0,True,2416815883.987022,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0041,12950085858.467745,19834120222.86173,2250227592.5777783,323465.6796260958,0.2431412077983898,324967966.6542448,2575519024.911649,213259940.53325263,13737821.7829325,14188435.597390756,2790919726.611156,1287759512.4558246,4078679239.066981,15741005585.078901,0.0,0.0,18219005019.46695,364380100.38933897,18583385119.85629,1.0673039435462721,1250735103.0054398,0.0,PASS,0.0,2.384185791015625e-07,True,1626465300.8930018,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0042,15663697169.426891,17941700328.971954,3031697123.899857,358273.1059187356,0.3385593112722906,404893263.986371,3436948660.992147,241337739.25796765,14381753.369399998,20193643.066289127,2739249147.0174656,1718474330.4960735,4457723477.513539,18402946316.44436,0.0,0.0,21696533095.77439,433930661.9154878,22130463757.68988,0.8107241007426961,-4188763428.717926,4188763428.717926,BREACH,1.7881393432617188e-07,2.384185791015625e-07,True,2137749347.8518445,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0043,25092965439.50126,36743787081.90648,3973492117.78361,515551.53754125553,0.2755257851968193,556430428.119374,4530438097.440525,358089414.7669103,17398362.399017498,16890349.283421054,3380320226.8421397,2265219048.7202625,5645539275.562402,28473285666.3434,0.0,0.0,32822273099.71488,656445461.9942976,33478718561.70918,1.0975266874142453,3265068520.1973,0.0,PASS,-1.1920928955078125e-07,-4.76837158203125e-07,True,2839047839.238654,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0044,168262174017.0547,308181623027.815,28277055151.004784,3939557.4549911297,0.2656661576637595,4028327437.108524,32309322145.56829,2518998948.437402,127688402.495035,197004425.68877554,32050180077.356716,16154661072.78415,48204841150.14087,200312354094.4114,0.0,0.0,231309352176.99738,4626187043.5399475,235935539220.53732,1.306211111924714,72246083807.27768,0.0,PASS,-8.106231689453125e-06,3.814697265625e-06,True,20310676912.387707,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0045,32588093202.872517,28997219975.458717,5695319983.163429,775216.3045392709,0.2690440074811175,806674305.4708216,6502769504.93879,498977160.8680447,27084479.0463925,28903761.96264094,5279175635.369816,3251384752.469395,8530560387.8392105,37867268838.24233,0.0,0.0,44091244960.540985,881824899.2108197,44973069859.75181,0.6447685262733084,-15975849884.29309,15975849884.29309,BREACH,1.1920928955078125e-07,-4.76837158203125e-07,True,4085143536.9866095,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0046,59669776303.86548,100264545076.87358,9122932611.019815,1222571.6938448355,0.2702305181464094,1287951937.4643164,10412107120.17798,792657617.9656961,41552915.516265,55566317.277858555,9939006083.987791,5206053560.08899,15145059644.07678,69608782387.85327,0.0,0.0,79581161505.8105,1591623230.11621,81172784735.92671,1.2351990313386025,19091760340.94687,0.0,PASS,3.814697265625e-06,-9.5367431640625e-07,True,6535558413.0695715,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0047,67671110299.97056,97833540582.7385,11736187818.089329,1530027.6865390495,0.2915350084787377,1631144715.8829443,13368862561.658812,973383747.5584469,51435361.670795,61538676.621921,12639642717.232565,6684431280.829406,19324073998.06197,80310753017.20312,0.0,0.0,93083393287.15935,1861667865.743187,94945061152.90253,1.0304226401538072,2888479429.835968,0.0,PASS,-4.76837158203125e-07,-9.5367431640625e-07,True,8367011358.383145,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0048,26801661099.536205,35327193721.53835,4229908452.798897,596750.8178157549,0.241119733393087,608867698.9113256,4839372902.528038,395536170.8953713,18514418.343369998,20265295.64190173,5091116513.1984005,2419686451.264019,7510802964.4624195,31892777612.734604,0.0,0.0,36539084282.88859,730781685.6577718,37269865968.54636,0.9478755236563633,-1942672247.0080032,1942672247.0080032,BREACH,-1.1920928955078125e-07,0.0,True,3047068568.5187144,moderate_integrated_stress,1,moderate_market_stress,moderate_haircut_stress,key_rate_5y_up_100bp,moderate_settlement_disruption,0.35,0.1,0.02,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0001,18858809027.69864,27146854021.072403,7172038454.883167,281256.4099954185,0.31313937116218,1148227496.704339,8320547207.997499,994341033.371428,49602561.48285474,83882185.60017903,7486828081.45977,6240410405.998125,13727238487.457895,26345637109.15841,0.06313937116217999,415861739.98481387,35012041779.408,1750602088.9703999,36762643868.378395,0.7384358458620799,-9615789847.305992,9615789847.305992,BREACH,-2.1457672119140625e-06,0.0,True,7438240464.185319,severe_integrated_stress,2,severe_market_stress,severe_haircut_stress,parallel_up_100bp,severe_multi_day_fails,0.25,0.25,0.05,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0002,55686674465.80817,50488291294.855255,20405348105.061264,800209.7296102461,0.293314313445164,3085638180.964593,23491786495.755463,2695835723.2850313,107646457.44344383,184567416.56696743,19058595629.791756,17618839871.8166,36677435501.60835,74745270095.59991,0.04331431344516401,809385014.3660647,98841206564.60886,4942060328.230443,103783266892.8393,0.4864781462987342,-53294975597.98404,53294975597.98404,BREACH,-4.76837158203125e-06,-3.814697265625e-06,True,20812124510.224636,severe_integrated_stress,2,severe_market_stress,severe_haircut_stress,parallel_up_100bp,severe_multi_day_fails,0.25,0.25,0.05,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0003,27151181408.92816,31252301950.259502,10017220772.664465,392832.18716331234,0.2573079708206423,1511146359.9471123,11528759964.79874,1312580724.5622673,58434777.671251595,111470434.2983629,9771186045.66058,8646569973.599056,18417756019.259636,36922367454.588745,0.007307970820642273,67456895.99679162,48431489114.29778,2421574455.714889,50853063570.01267,0.6145608495588955,-19600761619.75317,19600761619.75317,BREACH,-2.384185791015625e-07,0.0,True,10216151111.21742,severe_integrated_stress,2,severe_market_stress,severe_haircut_stress,parallel_up_100bp,severe_multi_day_fails,0.25,0.25,0.05,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0004,34647571395.1913,41457312552.14155,12721462996.291046,498880.9018153354,0.2510355218707167,2000000951.7059436,14721962828.898806,1583862691.0134292,65308340.18648411,120426399.1588081,12944724858.858143,11041472121.674105,23986196980.532246,47592296254.04944,0.0010355218707167047,12320715.912174223,62030867937.326706,3101543396.8663354,65132411334.19304,0.6365081793060746,-23675098782.05149,23675098782.05149,BREACH,4.76837158203125e-07,-1.9073486328125e-06,True,13106781413.566532,severe_integrated_stress,2,severe_market_stress,severe_haircut_stress,parallel_up_100bp,severe_multi_day_fails,0.25,0.25,0.05,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0005,31915827839.295277,56249395326.243454,11728347688.475044,459935.2034696096,0.3018129863575002,1795141105.1604486,13523948728.83896,1602390104.4541845,97833966.6954971,171397434.78162873,12937199426.817896,10142961546.629223,23080160973.447117,44853027266.113174,0.0518129863575002,580992322.4579266,58936614751.48543,2946830737.5742717,61883445489.0597,0.9089570705333095,-5634050162.816246,5634050162.816246,BREACH,-1.6689300537109375e-06,-1.9073486328125e-06,True,12035936618.485168,severe_integrated_stress,2,severe_market_stress,severe_haircut_stress,parallel_up_100bp,severe_multi_day_fails,0.25,0.25,0.05,1.0,section-19-v1,synthetic,False,False
SYN-MBR-0006,49756352913.10942,55209210371.3362,17701437865.984005,694174.0339601574,0.3097480762248962,2709627404.614514,20411759444.63248,2301934857.4314327,101834058.52296329,160000959.35478383,18664656921.40991,15308819583.474361,33973476504.884266,68421009834.51933,0.059748076224896196,1022005927.7443084,89607083619.06783,4480354180.953391,94087437800.02121,0.586786202943277,-38878227428.68501,38878227428.68501,BREACH,1.430511474609375e-06,-3.814697265625e-06,True,18120281046.61184,severe_integrated_stress,2,severe_market_stress,severe_haircut_stress,parallel_up_100bp,severe_multi_day_fails,0.25,0.25,0.05,1.0,section-19-v1,synthetic,False,False
