scenario_name,severity_rank,member_id,total_treasury_collateral_market_value_usd,total_repo_exposure_usd,treasury_collateral_inventory_usd,member_qualified_resources_usd,baseline_required_collateral_total_usd,stressed_required_collateral_total_usd,haircut_driven_collateral_call_usd,scenario_additional_collateral_call_usd,additional_collateral_requirement_total_usd,baseline_excess_collateral_inventory_usd,available_collateral_to_meet_calls_usd,collateral_posted_total_usd,collateral_shortfall_total_usd,haircut_market_value_loss_usd,inventory_unavailability_loss_usd,gross_collateral_resource_reduction_usd,bucket_qualified_resource_reduction_usd,stressed_member_qualified_resources_usd,baseline_final_bucket_order,baseline_final_time_bucket,baseline_liquidity_need_usd,baseline_available_resources_usd,baseline_eligible_collateral_liquidity_usd,baseline_available_cash_usd,baseline_liquidity_headroom_usd,baseline_liquidity_shortfall_usd,collateral_resource_reduction_usd,stressed_eligible_collateral_liquidity_usd,stressed_available_resources_usd,stressed_liquidity_need_usd,stressed_liquidity_headroom_usd,stressed_liquidity_shortfall_usd,stressed_liquidity_coverage_ratio,model_version,value_class,actual_ficc_participant,participant_level_inference
moderate_haircut_stress,1,SYN-MBR-0008,746190629.65,6850551142.1191,746190629.65,23153845907.247063,7059697431.192889,7175653090.85202,115955659.65913081,68505511.421191,184461171.08032182,0.0,0.0,0.0,184461171.08032182,11491196.76552,0.0,11491196.76552,11491196.76552,23142354710.48154,5,day2_close,9016795708.735136,23153845907.247063,15049999839.71059,8103846067.536471,14137050198.511929,0.0,11491196.76552,15038508642.94507,23142354710.481544,9201256879.815458,13941097830.666086,0.0,2.5151297276840827,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0009,1805458327.74,20018646542.475327,1805458327.74,47288999137.49504,20694322236.336845,21063980775.584328,369658539.24748135,200186465.42475328,569845004.6722347,0.0,0.0,0.0,569845004.6722347,29954183.52081,0.0,29954183.52081,29954183.52081,47259044953.97423,5,day2_close,27563283765.119484,47288999137.49505,30737849439.37178,16551149698.123262,19725715372.375565,0.0,29954183.52081,30707895255.85097,47259044953.974236,28133128769.791718,19125916184.182518,0.0,1.6798360872225204,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0010,1300930058.47,15238095107.343016,1300930058.47,35216448139.00227,15739366372.689611,16014015400.12387,274649027.43426085,152380951.07343018,427029978.507691,0.0,0.0,0.0,427029978.507691,21143985.719525,0.0,21143985.719525,21143985.719525,35195304153.282745,5,day2_close,19011561063.106544,35216448139.00227,22890691290.35148,12325756848.650797,16204887075.89573,0.0,21143985.719525,22869547304.631954,35195304153.282745,19438591041.614235,15756713111.66851,0.0,1.8105892591668016,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0011,3647380112.0899997,36137070763.22158,3647380112.0899997,75242847988.50183,37267370890.55195,37891009274.31744,623638383.7654929,361370707.63221586,985009091.3977088,0.0,0.0,0.0,985009091.3977088,57018401.229027495,0.0,57018401.229027495,57018401.229027495,75185829587.2728,5,day2_close,46896269210.368034,75242847988.50183,48907851192.52619,26334996795.97564,28346578778.1338,0.0,57018401.229027495,48850832791.297165,75185829587.2728,47881278301.76574,27304551285.507057,0.0,1.5702552699914056,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0012,9504471585.21,84669966837.68866,9504471585.21,212367652625.22192,87249082989.87569,88680788035.83244,1431705045.9567604,846699668.3768866,2278404714.333647,0.0,0.0,0.0,2278404714.333647,145736683.3641525,0.0,145736683.3641525,145736683.3641525,212221915941.85776,5,day2_close,103838244087.22896,212367652625.22192,138038974206.39426,74328678418.82767,108529408537.99297,0.0,145736683.3641525,137893237523.0301,212221915941.85776,106116648801.5626,106105267140.29515,0.0,1.9998927438682244,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0013,2800490810.77,29022328660.21077,2800490810.77,98583293681.45982,30014473070.053307,30554737299.05925,540264229.0059409,290223286.6021077,830487515.6080487,0.0,0.0,0.0,830487515.6080487,46865293.793589994,0.0,46865293.793589994,46865293.793589994,98536428387.66623,5,day2_close,39693623526.9826,98583293681.45984,64079140892.94889,34504152788.51093,58889670154.47724,0.0,46865293.793589994,64032275599.155304,98536428387.66624,40524111042.590645,58012317345.0756,0.0,2.4315506460858556,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0014,1160629522.01,11039475480.9929,1160629522.01,27563413705.90542,11390707238.314278,11583874570.163378,193167331.84909964,110394754.80992901,303562086.65902865,0.0,0.0,0.0,303562086.65902865,18406308.530270003,0.0,18406308.530270003,18406308.530270003,27545007397.37515,5,day2_close,14317861159.392488,27563413705.90542,17916218908.838524,9647194797.066896,13245552546.51293,0.0,18406308.530270003,17897812600.308254,27545007397.37515,14621423246.051517,12923584151.323631,0.0,1.8838800391619617,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0015,1011951420.6,9536459467.201756,1011951420.6,24224007964.745144,9818778355.769854,9976110625.97651,157332270.20665622,95364594.67201754,252696864.87867376,0.0,0.0,0.0,252696864.87867376,15202919.143055,0.0,15202919.143055,15202919.143055,24208805045.60209,5,day2_close,12301207764.937813,24224007964.745144,15745605177.084345,8478402787.6608,11922800199.807331,0.0,15202919.143055,15730402257.94129,24208805045.60209,12553904629.816486,11654900415.785603,0.0,1.9283884782830292,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0016,1221397875.22,15027381512.579838,1221397875.22,34634721035.148605,15510502189.707853,15776535679.871017,266033490.1631639,150273815.12579837,416307305.28896224,0.0,0.0,0.0,416307305.28896224,19529056.0292175,0.0,19529056.0292175,19529056.0292175,34615191979.119385,5,day2_close,22431826183.79545,34634721035.148605,22512568672.8466,12122152362.302011,12202894851.353155,0.0,19529056.0292175,22493039616.817383,34615191979.119385,22848133489.08441,11767058490.034973,0.0,1.5150118059165152,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0017,912630962.22,9691439356.154583,912630962.22,18547989416.681694,9957952181.116571,10108597437.74777,150645256.63119817,96914393.56154582,247559650.192744,0.0,0.0,0.0,247559650.192744,12964427.35561,0.0,12964427.35561,12964427.35561,18535024989.32608,5,day2_close,13459707145.81854,18547989416.68169,12056193120.843102,6491796295.838593,5088282270.863155,0.0,12964427.35561,12043228693.487492,18535024989.32608,13707266796.011284,4827758193.314796,0.0,1.3522042917206252,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0018,1778270809.67,28009638418.94962,1778270809.67,90823998967.0652,28858395440.15918,29329203132.474663,470807692.3154788,280096384.1894962,750904076.504975,0.0,0.0,0.0,750904076.504975,27156715.5193425,0.0,27156715.5193425,27156715.5193425,90796842251.54585,5,day2_close,34293399068.12596,90823998967.0652,59035599328.592384,31788399638.472816,56530599898.93924,0.0,27156715.5193425,59008442613.073044,90796842251.54585,35044303144.630936,55752539106.91492,0.0,2.590915900847543,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0019,1009171348.6500001,12095663556.1214,1009171348.6500001,22087577368.866653,12501764247.5921,12723214054.375368,221449806.78326797,120956635.56121401,342406442.344482,0.0,0.0,0.0,342406442.344482,16662487.01282,0.0,16662487.01282,16662487.01282,22070914881.853832,5,day2_close,15471181411.073448,22087577368.86665,14356925289.763325,7730652079.103327,6616395957.793201,0.0,16662487.01282,14340262802.750505,22070914881.85383,15813587853.41793,6257327028.435898,0.0,1.3956930638661766,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0020,1803796884.65,29766485663.74318,1803796884.65,63853933972.3066,30641186818.24513,31128093332.526028,486906514.28089905,297664856.6374318,784571370.9183308,0.0,0.0,0.0,784571370.9183308,26919155.89746,0.0,26919155.89746,26919155.89746,63827014816.40915,5,day2_close,45996446697.72258,63853933972.30661,41505057081.9993,22348876890.307312,17857487274.58403,0.0,26919155.89746,41478137926.10184,63827014816.40915,46781018068.64091,17045996747.768242,0.0,1.3643784904970853,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0021,12570321869.79,128878304871.82515,12570321869.79,304408474480.80493,133225875885.72876,135605845809.70572,2379969923.9769707,1288783048.7182515,3668752972.695222,0.0,0.0,0.0,3668752972.695222,208681085.399935,0.0,208681085.399935,208681085.399935,304199793395.40497,5,day2_close,159290668587.64313,304408474480.80493,197865508412.5232,106542966068.28172,145117805893.1618,0.0,208681085.399935,197656827327.12326,304199793395.40497,162959421560.33835,141240371835.06662,0.0,1.866721116721503,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0022,1086219580.1699998,13982439086.543755,1086219580.1699998,26836974511.062134,14416775503.267534,14657488568.46268,240713065.19514656,139824390.86543754,380537456.0605841,0.0,0.0,0.0,380537456.0605841,16914179.6574125,0.0,16914179.6574125,16914179.6574125,26820060331.40472,5,day2_close,15930829423.431942,26836974511.062134,17444033432.190388,9392941078.871746,10906145087.630192,0.0,16914179.6574125,17427119252.532974,26820060331.40472,16311366879.492527,10508693451.912193,0.0,1.6442558449914,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0023,1617664137.39,23320655547.799843,1617664137.39,90188351371.4415,24032662102.494408,24425981902.94092,393319800.4465127,233206555.47799844,626526355.9245112,0.0,0.0,0.0,626526355.9245112,24820308.0489725,0.0,24820308.0489725,24820308.0489725,90163531063.39253,5,day2_close,38984996221.6997,90188351371.44151,58622428391.43698,31565922980.00452,51203355149.74181,0.0,24820308.0489725,58597608083.38801,90163531063.39255,39611522577.624214,50552008485.76833,0.0,2.276194531192401,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0024,748810565.56,10233498649.093483,748810565.56,27523688539.237083,10529832687.56703,10695914464.984186,166081777.4171555,102334986.49093482,268416763.90809032,0.0,0.0,0.0,268416763.90809032,11065380.0833825,0.0,11065380.0833825,11065380.0833825,27512623159.1537,5,day2_close,14496306704.49804,27523688539.237083,17890397550.504105,9633290988.73298,13027381834.739042,0.0,11065380.0833825,17879332170.420723,27512623159.1537,14764723468.40613,12747899690.747572,0.0,1.863402536324219,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0025,2651639826.3900003,21996894422.578854,2651639826.3900003,56811541404.62919,22676902347.28099,23054690080.103256,377787732.8222661,219968944.22578853,597756677.0480547,0.0,0.0,0.0,597756677.0480547,41205919.4640525,0.0,41205919.4640525,41205919.4640525,56770335485.165146,5,day2_close,29452672295.528053,56811541404.62919,36927501913.00897,19884039491.620216,27358869109.10113,0.0,41205919.4640525,36886295993.54492,56770335485.16514,30050428972.576107,26719906512.58903,0.0,1.8891688879707342,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0026,2158618867.82,29057187736.36107,2158618867.82,61978397436.363266,29953643926.54778,30450146544.304535,496502617.7567558,290571877.3636107,787074495.1203666,0.0,0.0,0.0,787074495.1203666,33427812.102935,0.0,33427812.102935,33427812.102935,61944969624.26033,5,day2_close,38830567236.25166,61978397436.36327,40285958333.63612,21692439102.72714,23147830200.111603,0.0,33427812.102935,40252530521.53319,61944969624.26034,39617641731.37203,22327327892.888306,0.0,1.5635703418259739,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0027,1645227404.19,17732992129.027946,1645227404.19,56916796024.10077,18347453601.971764,18681852069.80735,334398467.8355839,177329921.29027948,511728389.12586343,0.0,0.0,0.0,511728389.12586343,27834043.781102497,0.0,27834043.781102497,27834043.781102497,56888961980.319664,5,day2_close,24389853596.46025,56916796024.10076,36995917415.6655,19920878608.435265,32526942427.640507,0.0,27834043.781102497,36968083371.88439,56888961980.31966,24901581985.586113,31987379994.733543,0.0,2.284552122561889,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0028,3632111886.97,42936862769.8352,3632111886.97,99599212235.12987,44272449801.11371,45010657758.29393,738207957.1802177,429368627.698352,1167576584.8785696,0.0,0.0,0.0,1167576584.8785696,56630651.26979,0.0,56630651.26979,56630651.26979,99542581583.86008,5,day2_close,56901213518.263145,99599212235.12988,64739487952.83442,34859724282.29545,42697998716.86672,0.0,56630651.26979,64682857301.56463,99542581583.86009,58068790103.141716,41473791480.718376,0.0,1.7142182815769482,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0029,962226604.4,10716482275.787418,962226604.4,30217348533.848213,11058856390.05272,11247413574.358397,188557184.3056786,107164822.75787419,295722007.0635528,0.0,0.0,0.0,295722007.0635528,15311397.772615,0.0,15311397.772615,15311397.772615,30202037136.0756,5,day2_close,13895032655.457573,30217348533.848213,19641276547.00134,10576071986.846874,16322315878.39064,0.0,15311397.772615,19625965149.228725,30202037136.0756,14190754662.521126,16011282473.554474,0.0,2.1282897107538266,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0030,8335143500.12,97247884795.47382,8335143500.12,302812978716.35925,100600990338.8381,102430594686.26247,1829604347.4243584,972478847.9547381,2802083195.3790965,0.0,0.0,0.0,2802083195.3790965,140729078.270915,0.0,140729078.270915,140729078.270915,302672249638.0883,5,day2_close,136226172547.68085,302812978716.35925,196828436165.6335,105984542550.72574,166586806168.6784,0.0,140729078.270915,196687707087.3626,302672249638.0883,139028255743.05994,163643993895.02838,0.0,2.177055649733973,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0031,1886946175.0,29594060294.53329,1886946175.0,61529492053.88336,30440035998.405262,30912595110.20575,472559111.80048704,295940602.94533294,768499714.7458199,0.0,0.0,0.0,768499714.7458199,27572580.30419,0.0,27572580.30419,27572580.30419,61501919473.57917,5,day2_close,45162573847.15262,61529492053.88336,39994169835.024185,21535322218.859177,16366918206.730743,0.0,27572580.30419,39966597254.71999,61501919473.57917,45931073561.89844,15570845911.680733,0.0,1.3390046150499155,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0032,1745145194.48,14158630807.643333,1745145194.48,36676041150.87291,14637774066.80556,14898747410.687393,260973343.88183355,141586308.07643336,402559651.95826685,0.0,0.0,0.0,402559651.95826685,28978655.344915,0.0,28978655.344915,28978655.344915,36647062495.528,5,day2_close,17356455650.687996,36676041150.87291,23839426748.06739,12836614402.805515,19319585500.184917,0.0,28978655.344915,23810448092.722477,36647062495.52799,17759015302.646263,18888047192.88173,0.0,2.063575140343915,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0033,1162935665.44,15353125620.53842,1162935665.44,59118321064.85495,15861718207.553133,16140305697.413733,278587489.8605995,153531256.2053842,432118746.0659837,0.0,0.0,0.0,432118746.0659837,19035728.2350525,0.0,19035728.2350525,19035728.2350525,59099285336.619896,5,day2_close,21226763596.39917,59118321064.85495,38426908692.15572,20691412372.69923,37891557468.45578,0.0,19035728.2350525,38407872963.92067,59099285336.619896,21658882342.465153,37440402994.15474,0.0,2.7286396593395676,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0034,2439412648.34,22667072283.95794,2439412648.34,63634218892.158264,23347817517.11875,23725381931.676094,377564414.5573406,226670722.83957937,604235137.39692,0.0,0.0,0.0,604235137.39692,36994548.451825,0.0,36994548.451825,36994548.451825,63597224343.706436,5,day2_close,30194290501.952827,63634218892.15825,41362242279.90286,22271976612.25539,33439928390.20542,0.0,36994548.451825,41325247731.451035,63597224343.70642,30798525639.349747,32798698704.356674,0.0,2.0649437927136165,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0035,1072891935.29,10669146750.584423,1072891935.29,39933966050.57036,10991962864.330606,11171233949.881079,179271085.5504725,106691467.50584422,285962553.05631673,0.0,0.0,0.0,285962553.05631673,16375868.62161,0.0,16375868.62161,16375868.62161,39917590181.948746,5,day2_close,13383015351.117344,39933966050.57036,25957077932.87073,13976888117.699623,26550950699.45301,0.0,16375868.62161,25940702064.249123,39917590181.948746,13668977904.17366,26248612277.775085,0.0,2.920305414332434,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0036,3685235062.95,48813927887.18971,3685235062.95,95836713791.62004,50259900945.63611,51067228736.230934,807327790.5948257,488139278.8718971,1295467069.466723,0.0,0.0,0.0,1295467069.466723,55351021.9161025,0.0,55351021.9161025,55351021.9161025,95781362769.70393,5,day2_close,65082341448.26418,95836713791.62004,62293863964.553024,33542849827.067013,30754372343.355858,0.0,55351021.9161025,62238512942.636925,95781362769.70393,66377808517.7309,29403554251.97303,0.0,1.4429726577086184,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0037,9442982664.06,99760492238.17995,9442982664.06,248389787156.3758,102697135148.52621,104333922982.39989,1636787833.8736763,997604922.3817995,2634392756.255476,0.0,0.0,0.0,2634392756.255476,140961532.3322875,0.0,140961532.3322875,140961532.3322875,248248825624.04352,5,day2_close,126941233598.47124,248389787156.37576,161453361651.64426,86936425504.7315,121448553557.90453,0.0,140961532.3322875,161312400119.31198,248248825624.0435,129575626354.72672,118673199269.31677,0.0,1.9158605102508752,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0038,849815951.3299999,10404392568.154043,849815951.3299999,25040064941.657112,10687015126.857388,10847041493.531979,160026366.67459083,104043925.68154043,264070292.35613126,0.0,0.0,0.0,264070292.35613126,11977777.8139275,0.0,11977777.8139275,11977777.8139275,25028087163.843185,5,day2_close,12610449568.972672,25040064941.657112,16276042212.077124,8764022729.579988,12429615372.68444,0.0,11977777.8139275,16264064434.263197,25028087163.843185,12874519861.328802,12153567302.514383,0.0,1.9440015964416706,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0039,5554183434.559999,66177942432.44343,5554183434.559999,139476713507.3316,68205262896.68782,69333102855.36098,1127839958.6731548,661779424.3244343,1789619382.997589,0.0,0.0,0.0,1789619382.997589,85612785.94541249,0.0,85612785.94541249,85612785.94541249,139391100721.3862,5,day2_close,83939405549.4429,139476713507.33167,90659863779.76556,48816849727.56607,55537307957.88876,0.0,85612785.94541249,90574250993.82014,139391100721.38626,85729024932.44049,53662075788.94577,0.0,1.625949914060432,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0040,956557213.21,11028991232.236694,956557213.21,22962330417.931858,11352395208.906784,11533004264.20122,180609055.29443693,110289912.32236695,290898967.6168039,0.0,0.0,0.0,290898967.6168039,14255855.817295,0.0,14255855.817295,14255855.817295,22948074562.114563,5,day2_close,15812782036.71113,22962330417.93186,14925514771.655712,8036815646.276151,7149548381.220732,0.0,14255855.817295,14911258915.838417,22948074562.114567,16103681004.327934,6844393557.786633,0.0,1.4250204382431055,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0041,854174659.37,7664769685.113659,854174659.37,19834120222.86173,7913175057.568921,8049787301.251038,136612243.68211603,76647696.8511366,213259940.53325263,0.0,0.0,0.0,213259940.53325263,13737821.7829325,0.0,13737821.7829325,13737821.7829325,19820382401.078796,5,day2_close,8581488539.736111,19834120222.86173,12892178144.860125,6941942078.001605,11252631683.125618,0.0,13737821.7829325,12878440323.077192,19820382401.078796,8794748480.269363,11025633920.809433,0.0,2.253661084855919,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0042,965154925.1800001,9163717993.655857,965154925.1800001,17941700328.971954,9432794164.28165,9582494723.60306,149700559.3214091,91637179.93655856,241337739.25796765,0.0,0.0,0.0,241337739.25796765,14381753.369399998,0.0,14381753.369399998,14381753.369399998,17927318575.602554,5,day2_close,11738125190.172869,17941700328.971954,11662105213.831772,6279595115.140183,6203575138.799086,0.0,14381753.369399998,11647723460.462372,17927318575.602554,11979462929.430836,5947855646.171719,0.0,1.4965043659477573,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0043,1062980514.44,12700138210.348345,1062980514.44,36743787081.90648,13121032368.703815,13352120401.36724,231088032.66342688,127001382.10348344,358089414.7669103,0.0,0.0,0.0,358089414.7669103,17398362.399017498,0.0,17398362.399017498,17398362.399017498,36726388719.50746,5,day2_close,20591883759.388885,36743787081.90648,23883461603.23921,12860325478.667269,16151903322.517591,0.0,17398362.399017498,23866063240.84019,36726388719.50746,20949973174.155796,15776415545.351665,0.0,1.7530518256134902,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0044,8420975001.91,94439680763.62292,8420975001.91,308181623027.815,97272231984.45181,98846834125.25299,1574602140.8011723,944396807.6362293,2518998948.437402,0.0,0.0,0.0,2518998948.437402,127688402.495035,0.0,127688402.495035,127688402.495035,308053934625.32,5,day2_close,117890989609.88034,308181623027.815,200318054968.07977,107863568059.73524,190290633417.93463,0.0,127688402.495035,200190366565.58475,308053934625.31995,120409988558.31775,187643946067.0022,0.0,2.558375250373197,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0045,1795779212.38,18747394547.043354,1795779212.38,28997219975.458714,19305131640.877106,19616634856.274715,311503215.39761114,187473945.47043356,498977160.8680447,0.0,0.0,0.0,498977160.8680447,27084479.0463925,0.0,27084479.0463925,27084479.0463925,28970135496.412323,5,day2_close,23088934280.81457,28997219975.458717,18848192984.048164,10149026991.41055,5908285694.644142,0.0,27084479.0463925,18821108505.00177,28970135496.412323,23587911441.682617,5382224054.729706,0.0,1.2281772198456995,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0046,2742179229.47,29742241171.4473,2742179229.47,100264545076.87358,30633427794.309357,31128663000.560577,495235206.2512231,297422411.714473,792657617.9656961,0.0,0.0,0.0,792657617.9656961,41552915.516265,0.0,41552915.516265,41552915.516265,100222992161.35732,5,day2_close,47582100752.85143,100264545076.87358,65171954299.96783,35092590776.905754,52682444324.02215,0.0,41552915.516265,65130401384.45156,100222992161.35732,48374758370.81713,51848233790.540184,0.0,2.071803468104111,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0047,3552166857.4,37620650070.6974,3552166857.4,97833540582.7385,38679927095.460655,39277104342.312126,597177246.8514729,376206500.706974,973383747.5584469,0.0,0.0,0.0,973383747.5584469,51435361.670795,0.0,51435361.670795,51435361.670795,97782105221.06772,5,day2_close,50089117943.8017,97833540582.73853,63591801378.78003,34241739203.95847,47744422638.936806,0.0,51435361.670795,63540366017.10924,97782105221.06773,51062501691.360146,46719603529.70759,0.0,1.9149493656244543,section-17-v1,synthetic,False,False
moderate_haircut_stress,1,SYN-MBR-0048,1152333636.53,14238647833.234943,1152333636.53,35327193721.53835,14699128101.487803,14952277794.050823,253149692.5630219,142386478.33234945,395536170.8953713,0.0,0.0,0.0,395536170.8953713,18514418.343369998,0.0,18514418.343369998,18514418.343369998,35308679303.194984,5,day2_close,19802825448.203243,35327193721.53835,22962675918.99993,12364517802.538424,15524368273.33511,0.0,18514418.343369998,22944161500.656563,35308679303.194984,20198361619.098614,15110317684.09637,0.0,1.748096205476823,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0001,893181618.37,10547115374.828186,893181618.37,27146854021.072403,10890661349.172844,11568588921.299425,677927572.1265825,316413461.24484557,994341033.371428,0.0,0.0,0.0,994341033.371428,49602561.48285474,0.0,49602561.48285474,49602561.48285474,27097251459.58955,5,day2_close,14677044626.155638,27146854021.072403,17645455113.697063,9501398907.37534,12469809394.916763,0.0,49602561.48285474,17595852552.21421,27097251459.58955,15671385659.527065,11425865800.062485,0.0,1.72909097180672,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0002,2076021165.24,30007864860.384216,2076021165.24,50488291294.855255,30942113303.56352,32737713081.037025,1795599777.473505,900235945.8115263,2695835723.2850313,0.0,0.0,0.0,2695835723.2850313,107646457.44344383,0.0,107646457.44344383,107646457.44344383,50380644837.41181,5,day2_close,41433101833.13419,50488291294.855255,32817389341.65592,17670901953.199337,9055189461.721062,0.0,107646457.44344383,32709742884.212475,50380644837.41181,44128937556.41923,6251707280.992584,0.0,1.1416691093684213,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0003,1150515829.75,14731207018.624214,1150515829.75,31252301950.259506,15219003677.885532,16089648191.889072,870644514.003541,441936210.55872643,1312580724.5622673,0.0,0.0,0.0,1312580724.5622673,58434777.671251595,0.0,58434777.671251595,58434777.671251595,31193867172.588257,5,day2_close,20155019286.488987,31252301950.259502,20313996267.66868,10938305682.590826,11097282663.77052,0.0,58434777.671251595,20255561489.997425,31193867172.58825,21467600011.051254,9726267161.536995,0.0,1.4530672807640366,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0004,1369413266.49,18708033818.07507,1369413266.49,41457312552.14155,19284987669.3465,20307609345.81768,1022621676.4711771,561241014.5422521,1583862691.0134292,0.0,0.0,0.0,1583862691.0134292,65308340.18648411,0.0,65308340.18648411,65308340.18648411,41392004211.95506,5,day2_close,27240947871.036327,41457312552.14155,26947253158.89201,14510059393.24954,14216364681.10522,0.0,65308340.18648411,26881944818.705524,41392004211.95506,28824810562.049755,12567193649.905308,0.0,1.435985298944204,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0005,1800450968.92,17247570130.11036,1800450968.92,56249395326.243454,17810012449.093464,18894975449.644337,1084963000.5508738,517427103.9033108,1602390104.4541845,0.0,0.0,0.0,1602390104.4541845,97833966.6954971,0.0,97833966.6954971,97833966.6954971,56151561359.54796,5,day2_close,24046617725.23445,56249395326.243454,36562106962.05824,19687288364.185207,32202777601.009,0.0,97833966.6954971,36464272995.36275,56151561359.54796,25649007829.688637,30502553529.85932,0.0,2.1892293741886077,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0006,1985292288.09,26031526273.50589,1985292288.09,55209210371.336205,26790191816.922646,28311180886.1489,1520989069.226256,780945788.2051767,2301934857.4314327,0.0,0.0,0.0,2301934857.4314327,101834058.52296329,0.0,101834058.52296329,101834058.52296329,55107376312.81324,5,day2_close,38261802453.29525,55209210371.3362,35885986741.36853,19323223629.96767,16947407918.040949,0.0,101834058.52296329,35784152682.845566,55107376312.81323,40563737310.726685,14543639002.086548,0.0,1.3585379446346189,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0007,2191520292.05,27915366427.211388,2191520292.05,55113693908.5898,28812673972.154533,30497846731.02472,1685172758.8701825,837460992.8163416,2522633751.6865244,0.0,0.0,0.0,2522633751.6865244,114362264.7767764,0.0,114362264.7767764,114362264.7767764,54999331643.81302,5,day2_close,36528895363.58161,55113693908.5898,35823901040.583374,19289792868.006428,18584798545.008183,0.0,114362264.7767764,35709538775.806595,54999331643.81302,39051529115.268135,15947802528.544884,0.0,1.4083784397141494,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0008,746190629.65,6850551142.1191,746190629.65,23153845907.247063,7059697431.192889,7450815479.299854,391118048.10696507,205516534.263573,596634582.370538,0.0,0.0,0.0,596634582.370538,37093375.2240357,0.0,37093375.2240357,37093375.2240357,23116752532.023026,5,day2_close,9016795708.735136,23153845907.247063,15049999839.71059,8103846067.536471,14137050198.511929,0.0,37093375.2240357,15012906464.486555,23116752532.023026,9613430291.105675,13503322240.91735,0.0,2.4046310039206915,section-17-v1,synthetic,False,False
severe_haircut_stress,2,SYN-MBR-0009,1805458327.74,20018646542.475327,1805458327.74,47288999137.49504,20694322236.336845,21967612550.005833,1273290313.6689873,600559396.2742598,1873849709.943247,0.0,0.0,0.0,1873849709.943247,97504775.64214253,0.0,97504775.64214253,97504775.64214253,47191494361.8529,5,day2_close,27563283765.119484,47288999137.49505,30737849439.37178,16551149698.123262,19725715372.375565,0.0,97504775.64214253,30640344663.729637,47191494361.852905,29437133475.062733,17754360886.790173,0.0,1.6031280491978113,section-17-v1,synthetic,False,False
